Title,Category,Qualification
"Head of Professional Services (English, French)",Program Management,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'creating', 'implementing', 'publichybrid', 'cloud', 'solution', 'architecture', 'largescale', 'enterprise', 'infrastructure', 'migration', 'plan', 'experience', 'managing', 'scaling', 'running', 'technical', 'team', 'using', 'data', 'driven', 'approach', 'experience', 'onboarding', 'mentoring', 'professionally', 'contributing', 'development', 'teammate', 'ability', 'speak', 'write', 'english', 'french', 'fluently', 'idiomatically', 'ability', 'travel', 'domestically', 'internationally', '30', 'time', 'required', 'experience', 'applicationworkload', 'migration', 'cloudbased', 'enterprise', 'solution', 'eg', 'aws', 'azure', 'google', 'cloud', 'platform', 'etc', 'demonstrated', 'experience', 'account', 'management', 'client', 'service', 'management', 'consulting', 'experience', 'working', 'channel', 'partner', 'system', 'integrator', 'third', 'party', 'developer', 'deliver', 'successful', 'solution', 'demonstrated', 'ability', 'present', 'technical', 'material', 'effectively', 'diverse', 'stakeholder', 'group', 'engage', 'effectively', 'senior', 'executive', 'large', 'enterprise', 'technical', 'nontechnical', 'matter', 'ability', 'work', 'effectively', 'crossfunctional', 'geographically', 'dispersed', 'team', 'customer', 'base']"
Video Algorithm Engineer,Software Engineering,"['experience', 'programming', 'cc', 'experience', 'modern', 'video', 'codec', 'hevc', 'vp9', 'av1', 'algorithm', 'research', 'development', 'experience', 'software', 'design', 'debugging', 'm', 'phd', 'degree', 'equivalent', 'practical', 'experience', '8', 'year', 'relevant', 'work', 'experience', 'designing', 'core', 'algorithm', 'video', 'codec', 'implementation', 'experience', 'modeling', 'video', 'codec', 'hardware', 'implementation', 'experience', 'c', 'rtl', 'highlevel', 'synthesis', 'hardware', 'design', 'methodology', 'excellent', 'c', 'python', 'shell', 'programming', 'skill']"
"Brand Specialist, Google Professional Services",Technical Solutions,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'ad', 'operation', 'ad', 'trafficking', 'rich', 'medium', 'inventory', 'management', 'demonstrated', 'knowledge', 'html', 'cs', 'javascript', 'actionscript', 'knowledge', 'advertising', 'tag', 'mediaplex', 'atlas', 'doubleclick', 'detail', 'oriented', 'ability', 'prioritize', 'quickly', 'complete', 'large', 'volume', 'highquality', 'work', 'working', 'collaboratively', 'multiple', 'stakeholder', 'ability', 'present', 'sale', 'technical', 'marketing', 'audience', 'ability', 'absorb', 'complex', 'technical', 'concept', 'communicate', 'nontechnical', 'audience', 'ability', 'problem', 'solve', 'manage', 'multiple', 'task', 'time', 'paying', 'strict', 'attention', 'detail', 'effective', 'communication', 'relationshipbuilding', 'project', 'management', 'skill']"
"High-level Synthesis Design Engineer, Consumer Hardware",Software Engineering,"['bachelor', 'science', 'degree', 'computer', 'science', 'electrical', 'engineering', 'computer', 'engineering', 'equivalent', 'experience', 'experience', 'highlevel', 'synthesis', 'design', 'methodology', 'tool', 'eg', 'vivado', 'catapult', 'stratus', 'experience', 'digital', 'design', 'flow', 'design', 'verification', 'areatimingpower', 'optimization', 'experience', 'lowlevel', 'cc', 'design', 'suitable', 'hardware', 'implementation', 'msphd', 'degree', 'computer', 'science', 'electrical', 'engineering', 'computer', 'engineering', 'equivalent', 'experience', 'experience', 'breaking', 'highlevel', 'signal', 'processing', 'algorithm', 'turning', 'realtime', 'capable', 'silicon', 'area', 'efficient', 'adaptation', 'making', 'necessary', 'tradeoff', 'cost', 'quality', 'experience', 'fpga', 'prototyping', 'experience', 'hardware', 'bring', 'driver', 'application', 'software', 'experience', 'cc', 'python', 'systemverilog', 'verilog', 'bash']"
"Technical Specialist, Shopping, Google Professional Services (French)",Technical Solutions,"['bachelor', 'art', 'science', 'degree', 'computer', 'science', 'related', 'technical', 'field', 'equivalent', 'practical', 'experience', 'experience', 'working', 'xml', 'javascript', 'sqlmysql', 'experience', 'working', 'managing', 'external', 'partnerscustomers', 'level', 'experience', 'working', 'internet', 'product', 'technology', 'ability', 'speak', 'write', 'english', 'french', 'fluently', 'idiomatically', 'master', 'degree', 'computer', 'science', 'related', 'technical', 'field', 'experience', 'advanced', 'system', 'architecture', 'design', 'technical', 'troubleshooting', 'security', 'privacy', 'standard', 'enterprise', 'software', 'experience', 'knowledge', 'google', 'adwords', 'digital', 'tracking', 'digital', 'analytics', 'digital', 'optimization', 'solution', 'google', 'analytics', 'gotomarket', 'similar', 'analytics', 'solution', 'knowledge', 'java', 'c', 'python', 'php', 'google', 'doc', 'script', 'appengine', 'ability', 'absorb', 'complex', 'technical', 'concept', 'communicate', 'nontechnical', 'audience', 'effectively', 'effective', 'communication', 'consulting', 'project', 'management', 'analytical', 'skill', 'creative', 'approach', 'problemsolving']"
"Hardware System Validation Engineer, Consumer Hardware",Hardware Engineering,"['bachelor', 'degree', 'electrical', 'engineering', 'equivalent', 'practical', 'experience', '3', 'year', 'experience', 'various', 'lab', 'equipment', 'realtime', 'oscilloscope', 'tdr', 'vnaena', 'spectrum', 'analyzer', 'protocol', 'analyzer', 'logic', 'analyzer', 'etc', 'experience', 'modern', 'analog', 'digital', 'electronic', 'circuit', 'power', 'delivery', 'transmission', 'line', 'theory', 'system', 'validation', 'optimization', 'experience', 'one', 'following', 'area', 'highspeed', 'serial', 'interface', 'mipidphdmiusbpcie', 'memory', 'interface', 'lpddr3lpddr4', 'rf', 'validation', 'wifi', 'bluetooth', 'power', 'supply', 'switch', 'mode', 'power', 'supply', 'ldo', 'emcesdsafety', 'compliance', 'display', 'camera', 'optical', 'electrical', 'audio', 'sensor', 'input', 'device', 'capacitive', 'touch', 'keyboard', 'mouse', 'etc', 'master', 'degree', 'electrical', 'engineering', 'computer', 'engineering', '6', 'year', 'industry', 'experience', 'electronic', 'test', 'design', 'validation', 'experience', 'high', 'volume', 'consumer', 'product', 'design', 'development', 'focus', 'signal', 'integrity', 'power', 'integrity', 'rf', 'desense', 'emcemiesd', 'experience', 'one', 'following', 'area', 'validation', 'computer', 'io', 'usb', 'hdmi', 'displayport', 'etc', 'rf', 'validation', 'wifi', 'bluetooth', 'cellular', 'display', 'camera', 'validation', 'optical', 'electrical', 'audio', 'validation', 'microphone', 'speaker', 'quality', 'input', 'device', 'validation', 'capacitive', 'touch', 'keyboard', 'mouse', 'etc', 'experience', 'software', 'programming', 'lab', 'test', 'automation', 'linux', 'environment', 'python', 'perl', 'tcl', 'matlab', 'labview', 'c', 'experience', 'simulation', 'lab', 'correlation', 'frequency', 'domain', 'time', 'domain', 'commercial', 'tool', 'powersi', 'powerdc', 'optimizepi', 'siwave', 'hspice']"
"Business Lead, Partner Directory, Google Cloud",Program Management,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'partner', 'program', 'experience', 'enterprise', 'software', 'cloud', 'company', 'experience', 'partner', 'program', 'master', 'technical', 'field', 'eg', 'computer', 'sciencesoftware', 'engineering', 'mbachelor', 'art', '10', 'year', 'partner', 'program', 'programproduct', 'management', 'experience', 'enterprise', 'software', 'cloud', 'consumer', 'company', 'experience', 'competitive', 'partner', 'program', 'experience', 'developing', 'partner', 'directory', 'ability', 'manage', 'numerous', 'infrastructure', 'project', 'simultaneously', 'drive', 'successful', 'completion', 'wide', 'range', 'stakeholder', 'tight', 'timeline']"
"Global Supply Chain and Sourcing Manager, Sensors, Consumer Hardware",Manufacturing & Supply Chain,"['bachelor', 'art', 'science', 'technical', 'business', 'related', 'field', 'equivalent', 'practical', 'experience', '8', 'year', 'experience', 'commodity', 'management', 'strategic', 'sourcing', 'supply', 'chain', 'management', 'experience', 'building', 'cost', 'model', 'integrated', 'circuit', 'analyzing', 'cost', 'trend', 'assessing', 'opportunity', 'risk', 'new', 'earlystage', 'product', 'development', 'experience', 'radar', 'environmental', 'gas', 'motion', 'sensor', 'commodity', 'component', 'management', 'mbachelor', 'art', 'master', 'advanced', 'degree', 'experience', 'working', 'partnering', 'supplier', 'management', 'global', 'scale', 'experience', 'collaborating', 'working', 'crossfunctionally', 'finance', 'legal', 'engineering', 'operationsmanufacturing', 'team', 'experience', 'developing', 'stakeholder', 'relationship', 'effective', 'interpersonal', 'communication', 'skill', 'ability', 'travel', '10', 'time']"
"Customer Experience Data Scientist, Google Cloud Support",Program Management,"['mbachelor', 'artmsma', 'degree', 'quantitative', 'focus', 'economics', 'computer', 'science', 'mathematics', 'physic', 'engineering', 'statistic', 'accounting', '5', 'year', 'quantitative', 'analytics', 'experience', 'focus', 'data', 'analysis', 'statistical', 'modeling', 'machine', 'learning', 'predictive', 'analytics', 'experience', 'statistical', 'software', 'eg', 'r', 'splus', 'sa', 'similar', 'experience', 'database', 'scripting', 'language', 'eg', 'python', 'phd', 'degree', 'quantitative', 'focus', 'economics', 'computer', 'science', 'mathematics', 'physic', 'engineering', 'statistic', 'accounting', 'proven', 'experience', 'delivering', 'bespoke', 'analytics', 'senior', 'stakeholder', 'problem', 'scopingdefinition', 'modeling', 'interpretation', 'presentation', 'experience', 'multichannel', 'clientcustomer', 'support', 'environment', 'eg', 'email', 'phone', 'chat', 'social', 'ability', 'consistently', 'deliver', 'quality', 'output', 'high', 'paced', 'dynamic', 'environment', 'work', 'ambiguity', 'ability', 'work', 'tight', 'deadline', 'demonstrated', 'ability', 'build', 'strong', 'relationship', 'level', 'crossfunctional', 'influencer', 'strong', 'oral', 'written', 'communication', 'skill', 'including', 'ability', 'communicate', 'complex', 'finding', 'structured', 'clear', 'manner', 'technical', 'nontechnical', 'audience']"
"Hardware Development Engineer, Home Team",Hardware Engineering,"['bachelor', 'science', 'degree', 'electrical', 'engineering', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'consumer', 'electronics', 'experience', 'consumer', 'hardware', 'development', 'process', 'experience', 'taking', 'product', 'large', 'volume', 'production', 'ee', 'design', 'experience', 'one', 'area', 'socsmcus', 'power', 'management', 'signal', 'integrity', 'analogrf', 'ability', 'travel', 'contract', 'manufacturing', 'site', 'factory', 'development', 'support', 'experience', 'jdmodm', 'model', 'consumer', 'manufacturing', 'experience', 'leading', 'small', 'team', 'mentoring', 'junior', 'engineer', 'experience', 'writing', 'diagnostic', 'test', 'automation', 'software', 'python', 'labview', 'similar', 'environment', 'bringup', 'testing', 'broad', 'crossfunctional', 'understanding', 'hardware', 'product', 'execution', 'industrial', 'design', 'cost', 'factory', 'operation', 'excellent', 'verbal', 'written', 'communication', 'skill']"
"Software Engineer, Accessibility",Software Engineering,"['bachelor', 'art', 'science', 'degree', 'computer', 'science', 'related', 'technical', 'field', 'equivalent', 'practical', 'experience', 'programming', 'experience', 'one', 'following', 'language', 'c', 'c', 'java', 'python', 'experience', 'assistive', 'technology', 'screen', 'reader', 'scanning', 'interface', 'assistive', 'listening', 'device', 'master', 'phd', 'computer', 'science', 'related', 'technical', 'field', '1year', 'relevant', 'work', 'experience', 'including', 'experience', 'unixlinux', 'window', 'environment', 'distributed', 'system', 'machine', 'learning', 'information', 'retrieval', 'tcpip', 'experience', 'passion', 'userinterface', 'design']"
Optical Testing Engineer,Hardware Engineering,"['bachelor', 'science', 'degree', 'optical', 'physic', 'electrical', 'engineering', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'direct', 'view', 'display', 'optic', 'experience', 'working', 'colorimetry', 'photometry', 'experience', 'operating', 'display', 'characterization', 'equipment', 'master', 'degree', 'phd', 'related', 'field', 'good', 'understanding', 'physic', 'lcd', 'oled', 'optic']"
"Video Codec Design Engineer, Consumer Hardware",Software Engineering,"['experience', 'cc', 'development', 'experience', 'working', 'modern', 'video', 'codecs', 'vp8', 'vp9', 'h264', 'hevc', 'experience', 'hardware', 'driver', 'firmware', 'development', 'experience', 'software', 'design', 'problem', 'solving', 'debugging', 'experience', 'imaging', 'video', 'algorithm', 'development', 'experience', 'highlevel', 'synthesis', 'hardware', 'design', 'methodology', 'experience', 'fpga', 'prototyping', 'troubleshooting']"
"Associate Account Strategist (Polish), Global Customer Experience",Technical Solutions,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', 'ability', 'speak', 'write', 'english', 'polish', 'fluently', 'idiomatically', 'experience', 'sale', 'customer', 'service', 'account', 'management', 'marketing', 'consulting', 'working', 'towards', 'strategic', 'goal', 'experience', 'managing', 'customizing', 'experience', 'specific', 'customer', 'base', 'experience', 'leading', 'motivating', 'working', 'well', 'within', 'team', 'demonstrated', 'ability', 'multitask', 'manage', 'multiple', 'project', 'working', 'fastpaced', 'environment', 'excellent', 'organizational', 'skill', 'ability', 'work', 'independently', 'proactively']"
